Company Name,Position,location,link,Year of Experience,Date
Dice,Data Analyst II - 1st Shift - OnsiteData Analyst II - 1st Shift - Onsite,"State College, PA (On-site)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3935435036%2F&v=1.0&sign=da8a36572b8732df739704b305dc1c4b,3,5/27/2024
Meta,Software Engineer (iOS),"Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F819837320069995%2F&v=1.0&sign=5cc3df9f78321c07ed806a93e2d92cb0,2,5/27/2024
Meta,Research Scientist,"Redmond, WA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F1907223469741282%2F&v=1.0&sign=f40f86bc89fd5308beea10791ce7df3f,0,5/27/2024
Meta,"Software Engineer, iOS","Menlo Park, CA; Remote, US",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F3727525920845931%2F&v=1.0&sign=9f9826f50142073d14b8851ac77d27d7,3,5/27/2024
Meta,"Data Scientist, Product","Menlo Park, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F824858412318074%2F&v=1.0&sign=21843eb6a9fb25152d6963e25212d217,2,5/27/2024
Microsoft,Product Manager II - Azure Blob Storage,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1720858%2FProduct-Manager-II---Azure-Blob-Storage&v=1.0&sign=0f0daf937f8375d3b55fd61459836903,2,5/27/2024
Microsoft,Senior Software Engineer,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1720242%2FSenior-Software-Engineer&v=1.0&sign=4d66b0603e73fadf5654c9674ce837c5,4,5/27/2024
Microsoft,Principal Software Engineering Manager,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1717657%2FPrincipal-Software-Engineering-Manager&v=1.0&sign=67e556c057dc1d1a83dc7ef1cd6342b9,6,5/27/2024
Microsoft,Senior Software Engineer - Azure Core,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1714118%2FSenior-Software-Engineer---Azure-Core&v=1.0&sign=86a6db02906d8d3392ac2dff8238b208,4,5/27/2024
JPMorgan Chase & Co.,Software Engineer III (Applications Support III),"Plano, TX, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjpmc.fa.oraclecloud.com%2FhcmUI%2FCandidateExperience%2Fen%2Fsites%2FCX_1001%2Fjob%2F210520666&v=1.0&sign=e7223f74a35e5d8e0094783492b05645,3,5/27/2024
JPMorgan Chase & Co.,Software Engineer III - Microsoft Power Automate,"Plano, TX, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjpmc.fa.oraclecloud.com%2FhcmUI%2FCandidateExperience%2Fen%2Fsites%2FCX_1001%2Fjob%2F210507893&v=1.0&sign=322a123d8af1c4e2a09c8b22f64d7441,3,5/27/2024
Dolby,Sr. Edge Apps Research Engineer,"Atlanta, Georgia,United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.dolby.com%2Fcareers%2Fjob%2F20939471&v=1.0&sign=3fc38db1eeab51eb10902932cdd6de42,2,5/27/2024
Launch Potato,Machine Learning Lead,"Cincinnati, OH (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178552004&v=1.0&sign=0f4b93e22629ad7ad66468480041291a,4,5/27/2024
Launch Potato,Machine Learning Lead,"Phoenix, AZ (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178409004&v=1.0&sign=f9a685077505cb2e79f2597f551f6839,4,5/27/2024
Launch Potato,Machine Learning Lead,"Columbus, OH (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178553004&v=1.0&sign=37a3e8ef3fa11045e67cdaf1a135f5ec,4,5/27/2024
Launch Potato,Machine Learning Lead,"Alpharetta, GA (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178526004&v=1.0&sign=c0f45f021c6e334d38a7e878ce2d8dad,4,5/27/2024
Launch Potato,Machine Learning Lead,"Oklahoma City, OK (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178555004&v=1.0&sign=803108fb912254cc57df7ab0ba7f2415,4,5/27/2024
Launch Potato,Machine Learning Lead,"Cleveland, OH (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178554004&v=1.0&sign=333ba9bed6c40a0b84143eac4240e74b,4,5/27/2024
Walmart,"Principal, Software Engineer","BELLEVUE, WA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.walmart.com%2Fus%2Fjobs%2FWD1873938-principal-software-engineer&v=1.0&sign=c6892a4a6b1781c360f68e29bdadbfb7,8,5/27/2024
Walmart,"Senior Manager, Software Engineering","BELLEVUE, WA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.walmart.com%2Fus%2Fjobs%2FWD1873593-senior-manager-software-engineering&v=1.0&sign=e74bb93f9f9907870fefbd830cfb8a3b,8,5/27/2024
Walmart,"Staff, Software Engineer","BELLEVUE, WA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.walmart.com%2Fus%2Fjobs%2FWD1873605-staff-software-engineer&v=1.0&sign=67ea49991f0e850a31ac6737fc8bfda0,6,5/27/2024
Qualcomm,MAchine Learning Compiler and Performance Engineer,"Markham, Ontario, Canada",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.qualcomm.com%2Fcareers%3Flocation%3DCanada%26pid%3D446699286441%26domain%3Dqualcomm.com%26sort_by%3Drelevance%26triggerGoButton%3Dfalse&v=1.0&sign=48793cc8ed7419eb897946167dc516b7,0,5/27/2024
Google,"Staff Software Engineer, Machine Learning, Google Cloud AI Staff Software Engineer, Machine Learning, Google Cloud AI with verification","Sunnyvale, CA (On-site)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3928448085%2F&v=1.0&sign=fe642d45b81c4f29ea9fe6e0076f5904,8,5/27/2024
Microsoft,Principal Applied ScientistPrincipal Applied Scientist,"Illinois, United States (Remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3928821016%2F&v=1.0&sign=e899af304aedfd32871b3eff615d4de2,6,5/27/2024
Microsoft,Principal Applied ScientistPrincipal Applied Scientist,"Ohio, United States (Remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3928818470%2F&v=1.0&sign=918b80f6d09127248daa882904759a6e,6,5/27/2024
Amazon,"Sr Product Manager, On-Road , DA Experience","Bellevue, WA, USA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.amazon.jobs%2Fen%2Fjobs%2F2653699%2Fsr-product-manager-on-road-da-experience&v=1.0&sign=646901638cf58e83c3f2e89275f2da4e,5,5/27/2024
ClickJobs.io,"Cash & Securities Management Consultant, Investment OperationsCash & Securities Management Consultant, Investment Operations","Hartford, CT (On-site)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3935543633%2F&v=1.0&sign=07cc99718006e8c1ca0fd8deaa524697,5,5/27/2024
Meta,Data Scientist,"Menlo Park, CA; Remote, US",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F2081202952250462%2F&v=1.0&sign=11bddbdb64cb70fd1f660b08a9545b8b,0,5/27/2024
TikTok,"Software Engineer - TikTok Accessibility, Android - San Jose Software Engineer - TikTok Accessibility, Android - San Jose with verification","San Jose, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3934259901%2F&v=1.0&sign=420e1d5bb940994be3cb7364932ac2c5,2,5/27/2024
Meta,"Software Engineer, iOS","Menlo Park, CA; Remote, US",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F3295020050792527%2F&v=1.0&sign=421423bff1970003c08b6cfdc765d812,0,5/27/2024
Amazon,"Principal Product Manager-Tech, Amazon Advertising Partner Optimizations Principal Product Manager-Tech, Amazon Advertising Partner Optimizations with verification","New York, NY",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3932094490%2F&v=1.0&sign=3bf3639ad0180a4bc5dbfc4a35c56ffe,2,5/27/2024
Meta,Applied Scientist,"Burlingame, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F7542307012534267%2F&v=1.0&sign=d13e0f4d28b8eaacacb840f76f99602a,3,5/27/2024
Microsoft,Principal Applied ScientistPrincipal Applied Scientist,"Pennsylvania, United States (Remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3928816637%2F&v=1.0&sign=4a7e257478ef29dbc49b2416c6753bfa,6,5/27/2024
Meta,Software Engineer,"Fremont, CA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F502967845396757%2F&v=1.0&sign=73b77fc8e281c95259b716fec6e8aab2,2,5/27/2024
Microsoft,Principal Applied ScientistPrincipal Applied Scientist,"Texas, United States (Remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.linkedin.com%2Fjobs%2Fview%2F3928820185%2F&v=1.0&sign=668bf693a25b731275cf0273cc1be0c1,6,5/27/2024
Meta,"Software Engineer, Product","New York, NY",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F442045318577456%2F&v=1.0&sign=38fd17bfc9016487ace1b8b8b6c1e1ed,0,5/27/2024
Meta,"Software Engineer, Systems","Menlo Park, CA; Remote, US",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fwww.metacareers.com%2Fjobs%2F987466602736439%2F&v=1.0&sign=ca11ac06b6c75f84323be1ae07a8938b,0,5/27/2024
JPMorgan Chase & Co.,Risk Management - Affordable Housing Credit Risk -Vice President,"New York, NY, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjpmc.fa.oraclecloud.com%2FhcmUI%2FCandidateExperience%2Fen%2Fsites%2FCX_1001%2Fjob%2F210522462&v=1.0&sign=449200b40cfeb75a13a1e798f9dcfaf3,7,5/27/2024
Microsoft,Senior Software Engineer,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1720734%2FSenior-Software-Engineer&v=1.0&sign=53fd6f6ccb2dac941335d03e4eb11d63,4,5/27/2024
Microsoft,Product Manager,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1715375%2FProduct-Manager&v=1.0&sign=93e15ec983c4bf35eeb8e5496cd79929,2,5/27/2024
Microsoft,Principal Software Engineer,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1720727%2FPrincipal-Software-Engineer&v=1.0&sign=dbb6c57c6f1ed38a49226f01d7a32fb9,6,5/27/2024
Microsoft,Senior Product Manager,"Redmond, Washington, United States",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.careers.microsoft.com%2Fglobal%2Fen%2Fjob%2F1719747%2FSenior-Product-Manager&v=1.0&sign=beb3562afe2f9d35071539dffc39524c,5,5/27/2024
Veeva Systems,Senior Product Manager - Compass Platform,Massachusetts - Boston,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2Fveeva%2Fc8212ca9-240e-4054-b26f-a5681b20d131&v=1.0&sign=cb0ad23f3fe3d37634e72373746769f8,6,5/27/2024
Veeva Systems,Senior Product Manager - Compass Platform,New York - New York City,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2Fveeva%2Fc6ba5ebd-d154-412e-9fbb-770b48891c7b&v=1.0&sign=aacf92965b623bf429a54f26e712a8d4,6,5/27/2024
Veeva Systems,Product Manager,New York - New York City,https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fjobs.lever.co%2Fveeva%2F457a4297-46d8-4133-a178-bf86417554af&v=1.0&sign=72c52b27c413f94918ace8d594e99550,3,5/27/2024
Launch Potato,Machine Learning Lead,"Los Angeles, CA (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178497004&v=1.0&sign=9e6f2d3ed3ab2612d3ca004cf3f59068,4,5/26/2024
Launch Potato,Machine Learning Lead,"Tulsa, OK (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178556004&v=1.0&sign=dbd44d4c120af29120db487bf4c6aca6,4,5/26/2024
Launch Potato,Machine Learning Lead,"Fort Lauderdale, FL (hybrid)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178518004&v=1.0&sign=24fb9570c2c68b184493cb40381ea163,4,5/26/2024
Launch Potato,Machine Learning Lead,"Sioux Falls, SD (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178562004&v=1.0&sign=b9ef8fbc2d4c056141a09219edf198d8,4,5/26/2024
Launch Potato,Machine Learning Lead,"Philadelphia, PA (remote)",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fboards.greenhouse.io%2Flaunch2%2Fjobs%2F5178557004&v=1.0&sign=782ba99004320c6da329498bda12a6c2,4,5/26/2024
Walmart,"Senior Manager, Software Engineering","BELLEVUE, WA",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.walmart.com%2Fus%2Fjobs%2FWD1873597-senior-manager-software-engineering&v=1.0&sign=23b34a2093bd1484949291c0963188d2,8,5/26/2024
Walmart,"(USA) Staff, Software Engineer","BENTONVILLE, AR",https://dm-cn.aliyuncs.com/trace/v1/report?bid=1&env=600000086484869805&mac=295278&mf=noreply%40mail.libaspace.com&msgid=171682218595.668285.623865695482244855%40localhost&sac=0&tag=openJob&tid=&to=rishabhj%40udel.edu&tpl=&ts=1716822187&type=0&url=https%3A%2F%2Fcareers.walmart.com%2Fus%2Fjobs%2FWD1870490-usa-staff-software-engineer&v=1.0&sign=99367dc82c3c172c49ae9aa48a310a62,4,5/26/2024
